    0.125000             0.28724604829623962            -0.03181812590819623            -0.02713491761673726            -0.00468320829145897             0.00068920763324899
    0.148651             0.34967639669283407            -0.04885291215083894            -0.04162858711239811            -0.00722432503844083             0.00194762133711166
    0.176777             0.41235114245231863            -0.07236831466757949            -0.06129028045767361            -0.01107803420990588             0.00416448476779882
    0.210224             0.47062049673439649            -0.10295000349734815            -0.08610944962490270            -0.01684055387244545             0.00791485674687687
    0.250000             0.52087136396720468            -0.14072323438226544            -0.11542223881974024            -0.02530099556252519             0.01401122631883585
    0.297302             0.56221228265123546            -0.18607300268264010            -0.14855205224675688            -0.03752095043588322             0.02359742317734551
    0.353553             0.59385161233983974            -0.23983168771865182            -0.18512807088666977            -0.05470361683198206             0.03829098348659637
    0.420448             0.61207993787238590            -0.30108587127798259            -0.22347555005339659            -0.07761032122458597             0.06022753475570506
    0.500000             0.61002674411843316            -0.36394480866290568            -0.25836231705842744            -0.10558249160447825             0.09176094950622027
    0.594604             0.58006695015321241            -0.41554537738422614            -0.28006262531016568            -0.13548275207406049             0.13457747564185751
    0.707107             0.51783621461576446            -0.43643986742972851            -0.27519348524186343            -0.16124638218786505             0.18805544241464806
    0.840896             0.42646272955205433            -0.40646698604374076            -0.23155602590714922            -0.17491096013659155             0.24728428527400834
    1.000000             0.32015006465342100            -0.31879394325975352            -0.14835442338605409            -0.17043951987369946             0.30252706601152962
    1.189207             0.21943369856649478            -0.19557630859034039            -0.04757908225214479            -0.14799722633819559             0.34283023665913376
    1.414214             0.14132997188406055            -0.08395102687843731             0.03140431853852062            -0.11535534541695794             0.36340365609666753
    1.681793             0.09052540176614995            -0.02024867967776831             0.06241597343271651            -0.08266465311048482             0.36930477922805516
    2.000000             0.06075109051902253             0.00035045555848962             0.05583882944511223            -0.05548837388662261             0.36918332058691583
    2.378414             0.04341415934853262             0.00376663089082581             0.03831507033528665            -0.03454843944446084             0.36763091202931830
    2.828427             0.03275259660064545             0.00435772686222781             0.02388828769994933            -0.01953056083772152             0.36549506340746307
    3.363586             0.02562221406343966             0.00484249900185591             0.01484424071855206            -0.01000174171669615             0.36267254032661767
    4.000000             0.02037093753410112             0.00539388352717582             0.01018911792581071            -0.00479523439863489             0.35893378516748703
    4.756828             0.01620276619247342             0.00600498146352267             0.00821876995209022            -0.00221378848856755             0.35398390561603288
    5.656854             0.01277200100425930             0.00664487765946422             0.00741466595370130            -0.00076978829423708             0.34747021017799085
    6.727171             0.00992635266281363             0.00726922958887191             0.00691871024303396             0.00035051934583795             0.33899625146919526
    8.000000             0.00757395211845686             0.00782028940258279             0.00649408732477845             0.00132620207780435             0.32815502836806909
    9.513657             0.00563785746018292             0.00821592532665090             0.00609649960510798             0.00211942572154293             0.31461032685060364
   11.313708             0.00405429268496539             0.00834423210779537             0.00566317107854856             0.00268106102924681             0.29825132390128739
   13.454343             0.00277959402257535             0.00808310897029824             0.00511158706397558             0.00297152190632266             0.27940587932821753
   16.000000             0.00178582471571614             0.00734034924921638             0.00441490857417594             0.00292544067504044             0.25905410978253895
   19.027314             0.00105380567827987             0.00612397157198970             0.00356269432085673             0.00256127725113298             0.23886225950488887
   22.627417             0.00056040501097715             0.00460505646659419             0.00262101251402195             0.00198404395257223             0.22080568309484311
   26.908685             0.00026594366098679             0.00309035571858736             0.00174312960928401             0.00134722610930335             0.20639560211740979
   32.000000             0.00011907929946415             0.00195714491945608             0.00110742797813388             0.00084971694132219             0.19554288625446420
